PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,genero
1.4734320056174457,1.0514084082005952,-1.9144594384819,1.6676447418805305,2.8102340718616654,1.8088166792859983,-2.166209631220088,2.6428639028193235,3.1152435001734218,-0.5266666215788874,-0.541861743321535,2.280053081006004,0.003136270536041,0.4732560624080273,-0.4540064576219754,-1.814298888322376,-3.896611562933917,-1.2235694879297738,-0.4301595501336039,0.6563376544005769,1.3568448050977706,0.2690336240817905,-0.3653202020974762,-1.534896150052617,0.5672375581490632,-0.0114422404905895,-0.2935410230089821,1.2858973743185251,0.5276433963248269,-0.77015116627274,0.134626216486608,1.3538323847746827,male
1.583716162433679,2.6462182114930117,0.2183075088502193,0.8767346452831901,-2.6794846256067566,1.3569213922299077,-0.1068772427631708,-2.6312772308959778,1.083682915223274,-0.8394093248609936,0.1575733070965943,-1.9692256340452785,-1.823238226787575,0.1439642870906369,0.4741446164889469,-0.0572040956174021,0.2994437634396728,0.5609982306007577,0.726741853838938,1.799578522613161,1.0825077393992069,1.6878844377805422,-0.6900474916321755,-0.3689923403943973,0.752824292368666,-0.2415238326782109,-0.9259444902089562,-1.023144748610678,0.6905306030475578,-0.6142764210712807,-0.1241747434017586,-0.1745437591198446,male
-1.7997849527837655,2.134648779411588,0.9490145055293334,3.190964356622021,-0.807223343609001,1.4839962652455976,-3.288703092755703,-0.5422033599775563,1.1122618016784067,0.9101738009836622,0.5017460196726747,0.3997778781935466,-1.1061489047677546,0.5024983158262689,0.0915545122494295,-2.169135995438893,0.7993765921877437,0.8179420529496171,2.157146011727205,0.6302200860858199,-1.1145580145824694,-1.52199185306631,-0.0396942130289788,-0.1547351878005402,0.4844397142198867,-0.1172102224069209,-0.8458714697620492,-0.1710223983600921,0.3692545519821144,0.8325265666235167,0.0918485849721487,-0.2102952274395866,male
-1.1723939061592474,-0.3737365951631199,-1.567464836119924,-0.943454979706892,-1.6082881555166082,0.2592572128102033,-1.584414945838889,0.4848870432436586,0.9506918809667362,-0.5289224343544936,2.843288964085157,-0.0487341403335891,1.5016566745857,0.9690225851752966,-1.330992071687103,-1.19049770087668,-0.2445360289409759,0.0503169539913288,0.7780059981000272,0.1339516653950965,0.2596740394505434,0.7775325133775385,0.6646278050736674,-0.8918316764102858,0.3285741563151936,0.8272750641891727,-0.0630569273780915,-0.5700006436576688,0.694240498143319,-0.4649810104809837,1.3933072614836772,-0.0304919352662901,male
6.721490155780844,0.914541836720933,-0.7291483724860127,-0.735061700410671,0.8741203855287694,1.593640091783664,0.4491028580404375,-1.907166968886741,-1.1912989333051098,-0.5570711571335256,0.2287483648886021,0.0424997369378142,-1.166419179350655,-0.4456882209204097,-0.423018366453012,0.6628895835242651,-0.7004296023968122,-1.3656974348358772,-0.5836767739287373,-0.0763811537147486,1.00327586944171,-0.8620928115412876,-0.39949864779558,0.8175515056570757,1.2851867223266311,-0.0127913536770896,-0.2020580330799975,0.2671450915807523,-0.6858713547860432,0.1413539435135092,-0.2790211539007359,-0.4137496713078444,male
5.543513572504866,0.5705734488207571,-1.5188226818612929,-1.192020247851595,1.4696332405513153,-0.2696491297104899,0.5528836533379875,1.282039809210824,-0.6304581756380282,-0.4151963918488427,2.0364108060246906,-0.1561276251700987,0.4836924485496159,1.0842180736921223,0.5675381672370741,-0.9004717003194113,0.0845048110190247,-0.2425434234238843,0.1603422587771843,-0.876275734010854,0.8684989780058127,1.5551446224726255,-0.2692279120826727,0.8577601371942916,0.8276076763313982,0.252002457356556,0.6147365495684861,-0.0947600560709914,0.3417583083616823,-0.1858724302384213,-0.0860809748441762,-0.0632659029544826,male
2.474582043227534,2.673671368794847,3.872972963016984,2.999019540655388,0.1615365776914165,0.043525585169479,-0.647094068616753,2.953971779300484,-1.081078992068002,1.5246885071414222,-1.313619838125418,0.6828165520899834,0.0947947759584755,1.5306348238960807,-0.8093483080368045,0.4351263632899175,0.8247852251130733,-1.4439051409221173,0.1784019540997615,-0.8590546048848875,-0.5603092733609699,0.2000503773729077,-0.60226106704039,0.366780239520277,-0.2173205175553353,0.3013887763850338,0.3422636182329673,-0.0433932613124403,-0.1412445093642818,0.0705673599918435,0.1776449917527612,-0.8442876414415206,male
1.3619390480219171,0.6377748808539706,0.874916825556231,-0.6633519040464251,1.0968249582432297,-1.805575257341742,-3.586281748779017,1.6971454590629165,0.3757318079123301,1.319814556247846,1.6219289547644324,-1.8897164489890856,-0.4008845878609028,1.4260982356581482,-0.8860773561804858,-0.1834577332985858,-0.7513520228735896,-0.9501458389666568,0.2165121038679696,0.1286701470339622,-0.8583076200993627,1.00892977279487,0.2557603863678103,-0.3911911672516177,-0.751653969822053,-2.7083970173994904e-05,-0.7541801373758632,-0.2104789169956542,-0.0315538891077416,-0.0899793844016471,0.3840757311479622,-0.3665266088686237,male
2.9441744561127194,-0.1483685398255797,2.19587276490628,2.078187035977401,2.588392265048941,-0.5249847324165688,-1.4210660111482143,-0.245740666965623,0.5382329138898223,-0.6021773089310865,0.937317406951587,-0.3058861255202271,1.7023982190514324,0.0363836234429019,1.1568144434917875,0.755810918219818,2.1125657236275623,1.1012160091605798,0.2362365069515025,-0.2145527742163766,-0.0222262821427687,-0.2942237417049773,-1.7968123768478836,-1.800427002362183,-0.225601515473665,1.5561274035152717,0.1955426534385266,-0.2360765661858273,-0.6184808663466775,-0.5822985262269215,-0.3157943713672647,-0.1829739580363282,male
-2.5141062500117046,-2.013216554380461,-3.9788077673406175,0.7439959677252429,0.1135294275585955,0.4829937645910154,-1.0474170617654217,-1.386004751864972,-2.5170824816849606,-2.9740655661205024,-0.7964879410515627,1.8318835927380013,1.0355002130793205,0.3658093081008068,-0.1842260353517005,0.152139335142847,0.9598069811393136,-1.9176570211531971,0.3641012798219706,-1.0339552616709593,-0.8619397224627984,-0.4146338367296184,-0.3300416926275739,0.1179857452930981,0.3145952979672451,0.1296765912198315,1.33755215850597,0.0727293841002331,-0.4647914373858835,-0.2318261573199137,0.8875983265049017,0.5521325965908449,male
